REGION	TIK	UIK	TIK.NAME	UIK.NAME	VOTERS	BALLOTS.ISSUED	BALLOTS.CAST	BALLOTS.INVALID	YES	YES.pct	NO	NO.pct
Город Санкт-Петербург	15	1225	Территориальная избирательная комиссия №15	УИК №1225	1133	725	725	12	530	73.10%	183	25.24%
Город Санкт-Петербург	15	1226	Территориальная избирательная комиссия №15	УИК №1226	2245	1734	1734	11	1405	81.03%	318	18.34%
Город Санкт-Петербург	15	1227	Территориальная избирательная комиссия №15	УИК №1227	1691	1330	1330	2	1112	83.61%	216	16.24%
Город Санкт-Петербург	15	1228	Территориальная избирательная комиссия №15	УИК №1228	1419	1103	1102	1	868	78.77%	233	21.14%
Город Санкт-Петербург	15	1229	Территориальная избирательная комиссия №15	УИК №1229	1788	1399	1398	12	1113	79.61%	273	19.53%
Город Санкт-Петербург	15	1230	Территориальная избирательная комиссия №15	УИК №1230	1790	1225	1225	6	1039	84.82%	180	14.69%
Город Санкт-Петербург	15	1231	Территориальная избирательная комиссия №15	УИК №1231	1749	1439	1438	10	1158	80.53%	270	18.78%
Город Санкт-Петербург	15	1232	Территориальная избирательная комиссия №15	УИК №1232	1819	1279	1279	5	1031	80.61%	243	18.99%
Город Санкт-Петербург	15	1233	Территориальная избирательная комиссия №15	УИК №1233	2145	1628	1628	8	1246	76.54%	374	22.97%
Город Санкт-Петербург	15	1234	Территориальная избирательная комиссия №15	УИК №1234	2259	1636	1636	8	1342	82.03%	286	17.48%
Город Санкт-Петербург	15	1235	Территориальная избирательная комиссия №15	УИК №1235	1930	1271	1271	12	991	77.97%	268	21.09%
Город Санкт-Петербург	15	1236	Территориальная избирательная комиссия №15	УИК №1236	1928	1547	1547	14	1261	81.51%	272	17.58%
Город Санкт-Петербург	15	1237	Территориальная избирательная комиссия №15	УИК №1237	1679	1306	1306	4	1079	82.62%	223	17.08%
Город Санкт-Петербург	15	1238	Территориальная избирательная комиссия №15	УИК №1238	1114	786	786	4	672	85.50%	110	13.99%
Город Санкт-Петербург	15	2293	Территориальная избирательная комиссия №15	УИК №2293	297	297	297	9	233	78.45%	55	18.52%
Город Санкт-Петербург	15	2295	Территориальная избирательная комиссия №15	УИК №2295	60	60	60	0	57	95.00%	3	5.00%
Город Санкт-Петербург	16	2180	Территориальная избирательная комиссия №16	УИК №2180	1784	1336	1330	7	746	56.09%	577	43.38%
Город Санкт-Петербург	16	2181	Территориальная избирательная комиссия №16	УИК №2181	1372	1080	1076	7	851	79.09%	218	20.26%
Город Санкт-Петербург	16	2182	Территориальная избирательная комиссия №16	УИК №2182	1353	843	843	6	437	51.84%	400	47.45%
Город Санкт-Петербург	16	2183	Территориальная избирательная комиссия №16	УИК №2183	2887	1889	1888	9	1032	54.66%	847	44.86%
Город Санкт-Петербург	16	2184	Территориальная избирательная комиссия №16	УИК №2184	2197	1948	1943	5	1671	86.00%	267	13.74%
Город Санкт-Петербург	16	2185	Территориальная избирательная комиссия №16	УИК №2185	1663	1248	1248	18	883	70.75%	347	27.80%
Город Санкт-Петербург	16	2186	Территориальная избирательная комиссия №16	УИК №2186	2521	1071	1071	13	570	53.22%	488	45.56%
Город Санкт-Петербург	16	2187	Территориальная избирательная комиссия №16	УИК №2187	1832	1556	1555	5	1253	80.58%	297	19.10%
Город Санкт-Петербург	16	2188	Территориальная избирательная комиссия №16	УИК №2188	1537	1113	1113	10	840	75.47%	263	23.63%
Город Санкт-Петербург	16	2189	Территориальная избирательная комиссия №16	УИК №2189	1598	1259	1259	17	1069	84.91%	173	13.74%
Город Санкт-Петербург	16	2190	Территориальная избирательная комиссия №16	УИК №2190	1676	1514	1514	15	1076	71.07%	423	27.94%
Город Санкт-Петербург	16	2191	Территориальная избирательная комиссия №16	УИК №2191	1422	583	582	6	434	74.57%	142	24.40%
Город Санкт-Петербург	16	2192	Территориальная избирательная комиссия №16	УИК №2192	1753	1542	1542	8	1229	79.70%	305	19.78%
Город Санкт-Петербург	16	2193	Территориальная избирательная комиссия №16	УИК №2193	1892	1479	1462	20	1085	74.21%	357	24.42%
Город Санкт-Петербург	16	2194	Территориальная избирательная комиссия №16	УИК №2194	2260	1759	1752	8	1382	78.88%	362	20.66%
Город Санкт-Петербург	16	2195	Территориальная избирательная комиссия №16	УИК №2195	1862	1505	1502	5	1183	78.76%	314	20.91%
Город Санкт-Петербург	16	2196	Территориальная избирательная комиссия №16	УИК №2196	1729	1028	1027	9	797	77.60%	221	21.52%
Город Санкт-Петербург	16	2197	Территориальная избирательная комиссия №16	УИК №2197	1312	842	841	15	636	75.62%	190	22.59%
Город Санкт-Петербург	16	2198	Территориальная избирательная комиссия №16	УИК №2198	1331	1296	1295	5	1012	78.15%	278	21.47%
Город Санкт-Петербург	16	2199	Территориальная избирательная комиссия №16	УИК №2199	1625	1283	1283	9	864	67.34%	410	31.96%
Город Санкт-Петербург	16	2200	Территориальная избирательная комиссия №16	УИК №2200	1097	540	537	5	345	64.25%	187	34.82%
Город Санкт-Петербург	16	2201	Территориальная избирательная комиссия №16	УИК №2201	1508	723	723	1	556	76.90%	166	22.96%
Город Санкт-Петербург	16	2202	Территориальная избирательная комиссия №16	УИК №2202	1786	1255	1254	10	929	74.08%	315	25.12%
Город Санкт-Петербург	16	2203	Территориальная избирательная комиссия №16	УИК №2203	1197	987	987	4	560	56.74%	423	42.86%
Город Санкт-Петербург	16	2204	Территориальная избирательная комиссия №16	УИК №2204	2269	1418	1415	14	1063	75.12%	338	23.89%
Город Санкт-Петербург	16	2205	Территориальная избирательная комиссия №16	УИК №2205	3010	2137	2137	5	1848	86.48%	284	13.29%
Город Санкт-Петербург	16	2206	Территориальная избирательная комиссия №16	УИК №2206	1436	880	861	7	513	59.58%	341	39.61%
Город Санкт-Петербург	16	2207	Территориальная избирательная комиссия №16	УИК №2207	1222	848	846	9	618	73.05%	219	25.89%
Город Санкт-Петербург	16	2208	Территориальная избирательная комиссия №16	УИК №2208	1920	1535	1534	12	1098	71.58%	424	27.64%
Город Санкт-Петербург	16	2209	Территориальная избирательная комиссия №16	УИК №2209	1967	1333	1333	8	1022	76.67%	303	22.73%
Город Санкт-Петербург	16	2210	Территориальная избирательная комиссия №16	УИК №2210	1913	1493	1493	11	1348	90.29%	134	8.98%
Город Санкт-Петербург	16	2211	Территориальная избирательная комиссия №16	УИК №2211	1441	1045	1045	4	871	83.35%	170	16.27%
Город Санкт-Петербург	16	2212	Территориальная избирательная комиссия №16	УИК №2212	1177	810	809	2	657	81.21%	150	18.54%
Город Санкт-Петербург	16	2213	Территориальная избирательная комиссия №16	УИК №2213	2038	969	967	9	533	55.12%	425	43.95%
Город Санкт-Петербург	16	2214	Территориальная избирательная комиссия №16	УИК №2214	1863	1442	1440	6	1173	81.46%	261	18.13%
Город Санкт-Петербург	16	2215	Территориальная избирательная комиссия №16	УИК №2215	2263	879	879	4	468	53.24%	407	46.30%
Город Санкт-Петербург	16	2216	Территориальная избирательная комиссия №16	УИК №2216	1301	1044	1034	10	715	69.15%	309	29.88%
Город Санкт-Петербург	16	2217	Территориальная избирательная комиссия №16	УИК №2217	1555	845	845	2	593	70.18%	250	29.59%
Город Санкт-Петербург	16	2218	Территориальная избирательная комиссия №16	УИК №2218	1498	1271	1271	0	947	74.51%	324	25.49%
Город Санкт-Петербург	16	2219	Территориальная избирательная комиссия №16	УИК №2219	1969	599	599	2	339	56.59%	258	43.07%
Город Санкт-Петербург	16	2220	Территориальная избирательная комиссия №16	УИК №2220	1972	609	605	1	450	74.38%	154	25.45%
Город Санкт-Петербург	16	2221	Территориальная избирательная комиссия №16	УИК №2221	1766	1445	1445	6	1121	77.58%	318	22.01%
Город Санкт-Петербург	16	2222	Территориальная избирательная комиссия №16	УИК №2222	1556	1186	1186	4	912	76.90%	270	22.77%
Город Санкт-Петербург	16	2223	Территориальная избирательная комиссия №16	УИК №2223	2119	672	665	7	361	54.29%	297	44.66%
Город Санкт-Петербург	16	2224	Территориальная избирательная комиссия №16	УИК №2224	1731	1305	1304	0	1100	84.36%	204	15.64%
Город Санкт-Петербург	16	2225	Территориальная избирательная комиссия №16	УИК №2225	1995	1277	1275	4	966	75.76%	305	23.92%
Город Санкт-Петербург	16	2226	Территориальная избирательная комиссия №16	УИК №2226	667	628	628	2	389	61.94%	237	37.74%
Город Санкт-Петербург	17	512	Территориальная избирательная комиссия №17	УИК №512	2400	1966	1966	3	1630	82.91%	333	16.94%
Город Санкт-Петербург	17	513	Территориальная избирательная комиссия №17	УИК №513	1511	1075	1075	12	773	71.91%	290	26.98%
Город Санкт-Петербург	17	514	Территориальная избирательная комиссия №17	УИК №514	2158	1830	1777	4	1434	80.70%	339	19.08%
Город Санкт-Петербург	17	515	Территориальная избирательная комиссия №17	УИК №515	2905	2313	2252	40	1805	80.15%	407	18.07%
Город Санкт-Петербург	17	516	Территориальная избирательная комиссия №17	УИК №516	1966	1569	1568	12	1115	71.11%	441	28.13%
Город Санкт-Петербург	17	517	Территориальная избирательная комиссия №17	УИК №517	2035	1580	1580	3	1268	80.25%	309	19.56%
Город Санкт-Петербург	17	518	Территориальная избирательная комиссия №17	УИК №518	1815	722	718	3	494	68.80%	221	30.78%
Город Санкт-Петербург	17	519	Территориальная избирательная комиссия №17	УИК №519	1916	1497	1497	3	1081	72.21%	413	27.59%
Город Санкт-Петербург	17	520	Территориальная избирательная комиссия №17	УИК №520	2416	1974	1974	5	1458	73.86%	511	25.89%
Город Санкт-Петербург	17	521	Территориальная избирательная комиссия №17	УИК №521	2394	1909	1908	10	1476	77.36%	422	22.12%
Город Санкт-Петербург	17	522	Территориальная избирательная комиссия №17	УИК №522	2630	2132	2130	5	1491	70.00%	634	29.77%
Город Санкт-Петербург	17	523	Территориальная избирательная комиссия №17	УИК №523	2122	1839	1835	9	1471	80.16%	355	19.35%
Город Санкт-Петербург	17	524	Территориальная избирательная комиссия №17	УИК №524	1984	1630	1630	0	1239	76.01%	391	23.99%
Город Санкт-Петербург	17	525	Территориальная избирательная комиссия №17	УИК №525	2135	1751	1751	27	1277	72.93%	447	25.53%
Город Санкт-Петербург	17	526	Территориальная избирательная комиссия №17	УИК №526	2126	1708	1708	5	1390	81.38%	313	18.33%
Город Санкт-Петербург	17	527	Территориальная избирательная комиссия №17	УИК №527	1819	1408	1408	10	1187	84.30%	211	14.99%
Город Санкт-Петербург	17	528	Территориальная избирательная комиссия №17	УИК №528	1596	1310	1309	5	1018	77.77%	286	21.85%
Город Санкт-Петербург	17	529	Территориальная избирательная комиссия №17	УИК №529	2105	1666	1666	9	1405	84.33%	252	15.13%
Город Санкт-Петербург	17	530	Территориальная избирательная комиссия №17	УИК №530	2108	1818	1818	8	1471	80.91%	339	18.65%
Город Санкт-Петербург	17	531	Территориальная избирательная комиссия №17	УИК №531	2180	1887	1887	22	1571	83.25%	294	15.58%
Город Санкт-Петербург	17	532	Территориальная избирательная комиссия №17	УИК №532	2227	1894	1893	15	1558	82.30%	320	16.90%
Город Санкт-Петербург	17	533	Территориальная избирательная комиссия №17	УИК №533	2629	1957	1949	9	1641	84.20%	299	15.34%
Город Санкт-Петербург	17	534	Территориальная избирательная комиссия №17	УИК №534	2697	2091	2087	26	1763	84.48%	298	14.28%
Город Санкт-Петербург	17	535	Территориальная избирательная комиссия №17	УИК №535	2367	1847	1843	4	1528	82.91%	311	16.87%
Город Санкт-Петербург	17	536	Территориальная избирательная комиссия №17	УИК №536	2401	1848	1845	6	1560	84.55%	279	15.12%
Город Санкт-Петербург	17	537	Территориальная избирательная комиссия №17	УИК №537	2042	1658	1656	13	1297	78.32%	346	20.89%
Город Санкт-Петербург	17	538	Территориальная избирательная комиссия №17	УИК №538	2518	1938	1938	22	1513	78.07%	403	20.79%
Город Санкт-Петербург	17	539	Территориальная избирательная комиссия №17	УИК №539	2001	1573	1573	11	1223	77.75%	339	21.55%
Город Санкт-Петербург	17	540	Территориальная избирательная комиссия №17	УИК №540	2789	2336	2328	12	1873	80.46%	443	19.03%
Город Санкт-Петербург	17	541	Территориальная избирательная комиссия №17	УИК №541	2771	2130	2130	13	1452	68.17%	665	31.22%
Город Санкт-Петербург	17	542	Территориальная избирательная комиссия №17	УИК №542	2496	2103	2101	11	1588	75.58%	502	23.89%
Город Санкт-Петербург	17	543	Территориальная избирательная комиссия №17	УИК №543	2352	1817	1817	5	1527	84.04%	285	15.69%
Город Санкт-Петербург	17	544	Территориальная избирательная комиссия №17	УИК №544	2291	1819	1817	5	1413	77.77%	399	21.96%
Город Санкт-Петербург	17	545	Территориальная избирательная комиссия №17	УИК №545	1543	1204	1202	31	843	70.13%	328	27.29%
Город Санкт-Петербург	17	546	Территориальная избирательная комиссия №17	УИК №546	1506	1183	1183	12	897	75.82%	274	23.16%
Город Санкт-Петербург	17	547	Территориальная избирательная комиссия №17	УИК №547	2305	1898	1895	7	1440	75.99%	448	23.64%
Город Санкт-Петербург	17	548	Территориальная избирательная комиссия №17	УИК №548	3746	3236	3233	31	2529	78.22%	673	20.82%
Город Санкт-Петербург	17	549	Территориальная избирательная комиссия №17	УИК №549	2038	638	634	0	382	60.25%	252	39.75%
Город Санкт-Петербург	17	550	Территориальная избирательная комиссия №17	УИК №550	1742	1460	1460	6	961	65.82%	493	33.77%
Город Санкт-Петербург	17	551	Территориальная избирательная комиссия №17	УИК №551	1624	1213	1213	0	1026	84.58%	187	15.42%
Город Санкт-Петербург	17	552	Территориальная избирательная комиссия №17	УИК №552	1962	1366	1361	23	1156	84.94%	182	13.37%
Город Санкт-Петербург	17	553	Территориальная избирательная комиссия №17	УИК №553	1668	1578	1560	2	1395	89.42%	163	10.45%
Город Санкт-Петербург	17	554	Территориальная избирательная комиссия №17	УИК №554	1170	722	719	4	568	78.99%	147	20.45%
Город Санкт-Петербург	17	555	Территориальная избирательная комиссия №17	УИК №555	1904	1260	1260	0	967	76.75%	293	23.25%
Город Санкт-Петербург	17	556	Территориальная избирательная комиссия №17	УИК №556	2076	1702	1696	5	1373	80.96%	318	18.75%
Город Санкт-Петербург	17	557	Территориальная избирательная комиссия №17	УИК №557	1946	1556	1556	10	1328	85.35%	218	14.01%
Город Санкт-Петербург	17	558	Территориальная избирательная комиссия №17	УИК №558	1766	1177	1174	11	1008	85.86%	155	13.20%
Город Санкт-Петербург	17	559	Территориальная избирательная комиссия №17	УИК №559	2254	1507	1507	7	1299	86.20%	201	13.34%
Город Санкт-Петербург	17	560	Территориальная избирательная комиссия №17	УИК №560	1310	969	969	4	785	81.01%	180	18.58%
Город Санкт-Петербург	17	561	Территориальная избирательная комиссия №17	УИК №561	2307	1953	1953	19	1659	84.95%	275	14.08%
Город Санкт-Петербург	17	562	Территориальная избирательная комиссия №17	УИК №562	2068	1607	1605	33	1155	71.96%	417	25.98%
Город Санкт-Петербург	17	563	Территориальная избирательная комиссия №17	УИК №563	2222	1861	1861	11	1350	72.54%	500	26.87%
Город Санкт-Петербург	17	564	Территориальная избирательная комиссия №17	УИК №564	1763	1585	1583	0	1338	84.52%	245	15.48%
Город Санкт-Петербург	17	565	Территориальная избирательная комиссия №17	УИК №565	2426	1919	1919	2	1380	71.91%	537	27.98%
Город Санкт-Петербург	17	566	Территориальная избирательная комиссия №17	УИК №566	2426	2205	2203	8	1788	81.16%	407	18.47%
Город Санкт-Петербург	17	567	Территориальная избирательная комиссия №17	УИК №567	2168	1233	1125	11	810	72.00%	304	27.02%
Город Санкт-Петербург	17	568	Территориальная избирательная комиссия №17	УИК №568	2445	2078	2078	7	1864	89.70%	207	9.96%
Город Санкт-Петербург	17	569	Территориальная избирательная комиссия №17	УИК №569	1712	1293	1292	3	1077	83.36%	212	16.41%
Город Санкт-Петербург	17	570	Территориальная избирательная комиссия №17	УИК №570	1627	1360	1360	22	1134	83.38%	204	15.00%
Город Санкт-Петербург	17	571	Территориальная избирательная комиссия №17	УИК №571	1435	1224	1224	0	1051	85.87%	173	14.13%
Город Санкт-Петербург	17	572	Территориальная избирательная комиссия №17	УИК №572	3269	2162	2151	15	1516	70.48%	620	28.82%
Город Санкт-Петербург	17	573	Территориальная избирательная комиссия №17	УИК №573	1608	1606	1606	14	1437	89.48%	155	9.65%
Город Санкт-Петербург	17	574	Территориальная избирательная комиссия №17	УИК №574	2442	1118	1118	1	327	29.25%	790	70.66%
Город Санкт-Петербург	17	575	Территориальная избирательная комиссия №17	УИК №575	2768	1224	1223	6	516	42.19%	701	57.32%
Город Санкт-Петербург	17	2283	Территориальная избирательная комиссия №17	УИК №2283	2942	2459	2459	45	1429	58.11%	985	40.06%
Город Санкт-Петербург	17	2286	Территориальная избирательная комиссия №17	УИК №2286	1760	1760	1760	1	1651	93.81%	108	6.14%
Город Санкт-Петербург	18	1612	Территориальная избирательная комиссия №18	УИК №1612	1542	1269	1269	6	1083	85.34%	180	14.18%
Город Санкт-Петербург	18	1613	Территориальная избирательная комиссия №18	УИК №1613	1390	1135	1135	10	956	84.23%	169	14.89%
Город Санкт-Петербург	18	1614	Территориальная избирательная комиссия №18	УИК №1614	1778	1475	1466	9	1246	84.99%	211	14.39%
Город Санкт-Петербург	18	1615	Территориальная избирательная комиссия №18	УИК №1615	1866	1536	1536	16	1321	86.00%	199	12.96%
Город Санкт-Петербург	18	1616	Территориальная избирательная комиссия №18	УИК №1616	1827	1525	1525	0	1297	85.05%	228	14.95%
Город Санкт-Петербург	18	1617	Территориальная избирательная комиссия №18	УИК №1617	1493	1235	1228	3	1049	85.42%	176	14.33%
Город Санкт-Петербург	18	1618	Территориальная избирательная комиссия №18	УИК №1618	1474	1214	1211	42	1035	85.47%	134	11.07%
Город Санкт-Петербург	18	1619	Территориальная избирательная комиссия №18	УИК №1619	1837	658	658	7	330	50.15%	321	48.78%
Город Санкт-Петербург	18	1620	Территориальная избирательная комиссия №18	УИК №1620	2164	1766	1760	6	1370	77.84%	384	21.82%
Город Санкт-Петербург	18	1621	Территориальная избирательная комиссия №18	УИК №1621	1772	1537	1533	3	1341	87.48%	189	12.33%
Город Санкт-Петербург	18	1622	Территориальная избирательная комиссия №18	УИК №1622	2739	2306	2279	10	1869	82.01%	400	17.55%
Город Санкт-Петербург	18	1623	Территориальная избирательная комиссия №18	УИК №1623	1266	1044	1044	4	824	78.93%	216	20.69%
Город Санкт-Петербург	18	1624	Территориальная избирательная комиссия №18	УИК №1624	1990	1575	1575	0	1395	88.57%	180	11.43%
Город Санкт-Петербург	18	1625	Территориальная избирательная комиссия №18	УИК №1625	1647	1293	1290	4	1051	81.47%	235	18.22%
Город Санкт-Петербург	18	1626	Территориальная избирательная комиссия №18	УИК №1626	989	790	790	4	632	80.00%	154	19.49%
Город Санкт-Петербург	18	1627	Территориальная избирательная комиссия №18	УИК №1627	1549	1230	1225	11	1008	82.29%	206	16.82%
Город Санкт-Петербург	18	1628	Территориальная избирательная комиссия №18	УИК №1628	2085	1711	1711	2	1353	79.08%	356	20.81%
Город Санкт-Петербург	18	1629	Территориальная избирательная комиссия №18	УИК №1629	1411	1160	1153	9	791	68.60%	353	30.62%
Город Санкт-Петербург	18	1630	Территориальная избирательная комиссия №18	УИК №1630	1689	1263	1263	3	1068	84.56%	192	15.20%
Город Санкт-Петербург	18	1631	Территориальная избирательная комиссия №18	УИК №1631	2303	1793	1773	8	1382	77.95%	383	21.60%
Город Санкт-Петербург	18	1632	Территориальная избирательная комиссия №18	УИК №1632	2063	1739	1736	8	1427	82.20%	301	17.34%
Город Санкт-Петербург	18	1633	Территориальная избирательная комиссия №18	УИК №1633	1523	1236	1224	0	1025	83.74%	199	16.26%
Город Санкт-Петербург	18	1634	Территориальная избирательная комиссия №18	УИК №1634	1059	895	894	2	731	81.77%	161	18.01%
Город Санкт-Петербург	18	1635	Территориальная избирательная комиссия №18	УИК №1635	1316	1180	1115	0	914	81.97%	201	18.03%
Город Санкт-Петербург	18	1636	Территориальная избирательная комиссия №18	УИК №1636	1985	1537	1536	1	1083	70.51%	452	29.43%
Город Санкт-Петербург	18	1637	Территориальная избирательная комиссия №18	УИК №1637	3472	2384	2381	5	1547	64.97%	829	34.82%
Город Санкт-Петербург	18	1638	Территориальная избирательная комиссия №18	УИК №1638	2351	2151	2151	0	1813	84.29%	338	15.71%
Город Санкт-Петербург	18	1639	Территориальная избирательная комиссия №18	УИК №1639	1076	966	951	0	778	81.81%	173	18.19%
Город Санкт-Петербург	18	1640	Территориальная избирательная комиссия №18	УИК №1640	1891	1725	1719	5	1307	76.03%	407	23.68%
Город Санкт-Петербург	18	1641	Территориальная избирательная комиссия №18	УИК №1641	1969	1784	1784	3	1409	78.98%	372	20.85%
Город Санкт-Петербург	18	1642	Территориальная избирательная комиссия №18	УИК №1642	1060	922	917	4	821	89.53%	92	10.03%
Город Санкт-Петербург	18	1643	Территориальная избирательная комиссия №18	УИК №1643	2144	1889	1880	3	1493	79.41%	384	20.43%
Город Санкт-Петербург	18	1644	Территориальная избирательная комиссия №18	УИК №1644	1605	1401	1399	3	1132	80.91%	264	18.87%
Город Санкт-Петербург	18	1645	Территориальная избирательная комиссия №18	УИК №1645	1467	1184	1182	2	1014	85.79%	166	14.04%
Город Санкт-Петербург	18	1646	Территориальная избирательная комиссия №18	УИК №1646	1732	1473	1469	6	1250	85.09%	213	14.50%
Город Санкт-Петербург	18	1647	Территориальная избирательная комиссия №18	УИК №1647	2513	2065	2061	16	1564	75.89%	481	23.34%
Город Санкт-Петербург	18	1648	Территориальная избирательная комиссия №18	УИК №1648	1229	1106	1104	2	846	76.63%	256	23.19%
Город Санкт-Петербург	18	1649	Территориальная избирательная комиссия №18	УИК №1649	1348	1199	1199	2	953	79.48%	244	20.35%
Город Санкт-Петербург	18	1650	Территориальная избирательная комиссия №18	УИК №1650	1385	1109	1107	8	953	86.09%	146	13.19%
Город Санкт-Петербург	18	1651	Территориальная избирательная комиссия №18	УИК №1651	2088	1543	1540	16	1161	75.39%	363	23.57%
Город Санкт-Петербург	18	1652	Территориальная избирательная комиссия №18	УИК №1652	1366	1109	1102	10	899	81.58%	193	17.51%
Город Санкт-Петербург	18	1653	Территориальная избирательная комиссия №18	УИК №1653	2535	2155	2155	18	1724	80.00%	413	19.16%
Город Санкт-Петербург	18	1654	Территориальная избирательная комиссия №18	УИК №1654	2300	1711	1711	0	1372	80.19%	339	19.81%
Город Санкт-Петербург	18	1655	Территориальная избирательная комиссия №18	УИК №1655	1620	1238	1238	9	995	80.37%	234	18.90%
Город Санкт-Петербург	18	1656	Территориальная избирательная комиссия №18	УИК №1656	2062	1659	1659	0	1420	85.59%	239	14.41%
Город Санкт-Петербург	18	1657	Территориальная избирательная комиссия №18	УИК №1657	2341	1992	1989	4	1409	70.84%	576	28.96%
Город Санкт-Петербург	18	1658	Территориальная избирательная комиссия №18	УИК №1658	2764	2174	2170	4	1859	85.67%	307	14.15%
Город Санкт-Петербург	18	1659	Территориальная избирательная комиссия №18	УИК №1659	3108	2393	2385	38	1915	80.29%	432	18.11%
Город Санкт-Петербург	18	1660	Территориальная избирательная комиссия №18	УИК №1660	2291	2011	2011	0	1669	82.99%	342	17.01%
Город Санкт-Петербург	18	1661	Территориальная избирательная комиссия №18	УИК №1661	2160	1767	1766	7	1430	80.97%	329	18.63%
Город Санкт-Петербург	18	1662	Территориальная избирательная комиссия №18	УИК №1662	2316	1907	1907	6	1644	86.21%	257	13.48%
Город Санкт-Петербург	18	1663	Территориальная избирательная комиссия №18	УИК №1663	1381	925	921	5	742	80.56%	174	18.89%
Город Санкт-Петербург	18	1664	Территориальная избирательная комиссия №18	УИК №1664	2192	1789	1785	7	1485	83.19%	293	16.41%
Город Санкт-Петербург	18	1665	Территориальная избирательная комиссия №18	УИК №1665	388	388	388	7	307	79.12%	74	19.07%
Город Санкт-Петербург	18	1667	Территориальная избирательная комиссия №18	УИК №1667	98	98	98	1	51	52.04%	46	46.94%
Город Санкт-Петербург	19	1279	Территориальная избирательная комиссия №19	УИК №1279	3165	2269	2268	3	1387	61.16%	878	38.71%
Город Санкт-Петербург	19	1280	Территориальная избирательная комиссия №19	УИК №1280	3072	2265	2264	6	2026	89.49%	232	10.25%
Город Санкт-Петербург	19	1281	Территориальная избирательная комиссия №19	УИК №1281	3100	2306	2306	5	1527	66.22%	774	33.56%
Город Санкт-Петербург	19	1282	Территориальная избирательная комиссия №19	УИК №1282	2719	2067	2065	19	1333	64.55%	713	34.53%
Город Санкт-Петербург	19	1283	Территориальная избирательная комиссия №19	УИК №1283	1699	1265	1263	14	1137	90.02%	112	8.87%
Город Санкт-Петербург	19	1284	Территориальная избирательная комиссия №19	УИК №1284	2607	1938	1937	11	1742	89.93%	184	9.50%
Город Санкт-Петербург	19	1285	Территориальная избирательная комиссия №19	УИК №1285	1806	1337	1336	7	1203	90.04%	126	9.43%
Город Санкт-Петербург	19	1286	Территориальная избирательная комиссия №19	УИК №1286	1665	1242	1241	10	1092	87.99%	139	11.20%
Город Санкт-Петербург	19	1287	Территориальная избирательная комиссия №19	УИК №1287	1189	878	877	6	781	89.05%	90	10.26%
Город Санкт-Петербург	19	1288	Территориальная избирательная комиссия №19	УИК №1288	1282	952	951	13	856	90.01%	82	8.62%
Город Санкт-Петербург	19	1289	Территориальная избирательная комиссия №19	УИК №1289	1046	781	780	9	709	90.90%	62	7.95%
Город Санкт-Петербург	19	1290	Территориальная избирательная комиссия №19	УИК №1290	2207	1642	1640	12	1490	90.85%	138	8.41%
Город Санкт-Петербург	19	1291	Территориальная избирательная комиссия №19	УИК №1291	1202	889	888	10	799	89.98%	79	8.90%
Город Санкт-Петербург	19	1292	Территориальная избирательная комиссия №19	УИК №1292	1486	1195	1195	6	896	74.98%	293	24.52%
Город Санкт-Петербург	19	1293	Территориальная избирательная комиссия №19	УИК №1293	1088	804	803	11	715	89.04%	77	9.59%
Город Санкт-Петербург	19	1294	Территориальная избирательная комиссия №19	УИК №1294	1909	1412	1411	6	1257	89.09%	148	10.49%
Город Санкт-Петербург	19	1295	Территориальная избирательная комиссия №19	УИК №1295	1215	891	890	8	802	90.11%	80	8.99%
Город Санкт-Петербург	19	1296	Территориальная избирательная комиссия №19	УИК №1296	1439	1065	1064	10	956	89.85%	98	9.21%
Город Санкт-Петербург	19	1297	Территориальная избирательная комиссия №19	УИК №1297	1678	1243	1241	9	1093	88.07%	139	11.20%
Город Санкт-Петербург	19	1298	Территориальная избирательная комиссия №19	УИК №1298	2191	1638	1636	14	1440	88.02%	182	11.12%
Город Санкт-Петербург	19	1299	Территориальная избирательная комиссия №19	УИК №1299	1488	1102	1101	13	992	90.10%	96	8.72%
Город Санкт-Петербург	19	1300	Территориальная избирательная комиссия №19	УИК №1300	2340	1732	1731	6	1541	89.02%	184	10.63%
Город Санкт-Петербург	19	1301	Территориальная избирательная комиссия №19	УИК №1301	2125	1583	1582	10	1406	88.87%	166	10.49%
Город Санкт-Петербург	19	1302	Территориальная избирательная комиссия №19	УИК №1302	2499	1849	1847	5	1663	90.04%	179	9.69%
Город Санкт-Петербург	19	1303	Территориальная избирательная комиссия №19	УИК №1303	2261	1663	1662	11	1498	90.13%	153	9.21%
Город Санкт-Петербург	19	1304	Территориальная избирательная комиссия №19	УИК №1304	1342	986	984	9	895	90.96%	80	8.13%
Город Санкт-Петербург	19	1305	Территориальная избирательная комиссия №19	УИК №1305	1402	1037	1036	12	912	88.03%	112	10.81%
Город Санкт-Петербург	19	1306	Территориальная избирательная комиссия №19	УИК №1306	1430	1059	1058	8	933	88.19%	117	11.06%
Город Санкт-Петербург	19	1307	Территориальная избирательная комиссия №19	УИК №1307	2469	1834	1832	11	1653	90.23%	168	9.17%
Город Санкт-Петербург	19	1308	Территориальная избирательная комиссия №19	УИК №1308	1988	1471	1470	6	1324	90.07%	140	9.52%
Город Санкт-Петербург	19	1309	Территориальная избирательная комиссия №19	УИК №1309	2294	1707	1706	15	1519	89.04%	172	10.08%
